STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TPCP,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19600501,23,0,0,328,0,0,-6,0,0,157,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19600601,0,0,0,367,0,0,50,0,0,211,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19600701,1527,0,0,367,0,0,83,0,0,216,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19600801,188,0,0,344,0,0,89,0,0,214,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19600901,443,0,0,317,0,0,39,0,0,193,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19601001,645,0,0,278,0,0,-22,0,0,128,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19601101,13,0,0,244,0,0,-106,0,0,84,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19601201,235,0,0,172,0,0,-128,0,0,21,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19610101,254,0,0,150,0,0,-89,0,0,30,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19610201,10,0,0,222,0,0,-94,0,0,56,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19610301,110,0,0,244,0,0,-89,0,0,88,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19610401,13,0,0,300,0,0,-44,0,0,128,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19610501,0,0,0,328,0,0,-11,0,0,167,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19610601,366,0,0,356,0,0,17,0,0,217,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19610701,519,0,0,367,0,0,94,0,0,222,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19610801,1739,0,0,350,0,0,83,0,0,206,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19610901,822,0,0,300,0,0,44,0,0,177,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19611001,442,0,0,278,0,0,-28,0,0,122,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19611101,788,0,0,217,0,0,-94,0,0,57,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19611201,675,0,0,194,0,0,-94,0,0,40,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19620101,786,0,0,194,0,0,-239,0,0,28,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19620201,21,0,0,239,0,0,-122,0,0,68,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19620301,397,0,0,267,0,0,-117,0,0,60,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19620401,30,0,0,861,0,0,-22,0,0,148,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19620501,0,0,0,317,0,0,-17,0,0,160,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19620601,386,0,0,361,0,0,17,0,0,188,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19620701,2386,0,0,333,0,0,83,0,0,210,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19620801,236,0,0,356,0,0,83,0,0,215,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19620901,583,0,0,322,0,0,33,0,0,188,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19621001,363,0,0,278,0,0,0,0,0,137,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19621101,170,0,0,233,0,0,-61,0,0,92,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19621201,1148,0,0,167,0,0,-83,0,0,47,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19630101,384,0,0,211,0,0,-156,0,0,27,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19630201,188,0,0,239,0,0,-178,0,0,63,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19630301,66,0,0,256,0,0,-94,0,0,83,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19630401,193,0,0,294,0,0,-56,0,0,123,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19630501,0,0,0,306,0,0,0,0,0,166,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19630601,56,0,0,361,0,0,22,0,0,196,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19630701,666,0,0,350,0,0,111,0,0,224,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19630801,2856,0,0,300,0,0,100,0,0,200,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19630901,305,0,0,300,0,0,44,0,0,188,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19631201,94,0,0,200,0,0,-100,0,0,31,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19640101,43,0,0,211,0,0,-156,0,0,22,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19640201,41,0,0,194,0,0,-144,0,0,22,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19640301,181,0,0,244,0,0,-111,0,0,70,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19640401,130,0,0,261,0,0,-56,0,0,109,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19640501,0,0,0,333,0,0,-50,0,0,154,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19640601,30,0,0,333,0,0,39,0,0,194,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19640701,1317,0,0,356,1,1,106,0,0,220,1,1
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19640801,729,0,0,339,0,0,89,0,0,209,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19640901,1851,0,0,306,0,0,39,0,0,172,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19641001,82,0,0,278,0,0,-22,0,0,132,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19641101,95,0,0,239,0,0,-94,0,0,65,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19641201,87,0,0,206,0,0,-144,0,0,44,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19650101,447,0,0,194,0,0,-117,0,0,49,0,0
GHCND:USC00026186,PORTAL 4 SW AZ US,1644.1,31.88333,-109.2,19650201,247,0,0,200,0,0,-156,0,0,41,0,0
